scheme_code,scheme_name,Risk
136464, HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan,Low to Moderate
136465, HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan,Low to Moderate
136466, HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option,Low to Moderate
136473, LIC MF Exchange Traded Fund-Nifty 100,Low to Moderate
136478, HDFC FMP 92D March 2016 (1)-Direct Option-Dividend Option,Low to Moderate
136479, HDFC FMP 92D March 2016 (1)-Regular Option-Growth Option,Low to Moderate
136480, HDFC FMP 92D March 2016 (1)-Direct Option-Growth Option,Low to Moderate
136481, HDFC FMP 92D March 2016 (1)-Regular Option-Dividend Option,Low to Moderate
136509, Reliance Fixed Horizon Fund XXX- Series 13 -Dividend Payout Option,Low to Moderate
136510, Reliance Fixed Horizon Fund XXX- Series 13 -Direct Plan- Growth Option,Low to Moderate
136511, Reliance Fixed Horizon Fund XXX- Series 13 -Growth Option,Low to Moderate
136512, Reliance Fixed Horizon Fund XXX- Series 13 -Direct Plan- Dividend Payout Option,Low to Moderate
136519, Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Growth Option,Low to Moderate
136520, Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Dividend Payout Option,Low to Moderate
136521, Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Direct Plan-Growth Option,Low to Moderate
136522, Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Direct Plan-Dividend Payout Option,Low to Moderate
136563, DSP Equity Savings Fund - Regular Plan - Growth,Low to Moderate
136564, DSP Equity Savings Fund - Regular Plan - IDCW,Low to Moderate
136565, DSP Equity Savings Fund - Regular Plan - IDCW - Monthly,Low to Moderate
136566, DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly,Low to Moderate
136567, DSP Equity Savings Fund - Direct Plan - Growth,Low to Moderate
136568, DSP Equity Savings Fund - Direct Plan - IDCW,Low to Moderate
136569, DSP Equity Savings Fund - Direct Plan - IDCW - Monthly,Low to Moderate
136570, DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly,Low to Moderate
138218, Indiabulls FMP Series V - Plan (1) - 1175 Days - Direct Plan Growth,Low to Moderate
138220, Indiabulls FMP Series V - Plan (1) - 1175 Days - Regular Plan Growth,Low to Moderate
138224, Reliance Fixed Horizon Fund XXX- Series 14 -Direct Plan- Growth Option,Low to Moderate
138225, Reliance Fixed Horizon Fund XXX- Series 14 -Dividend Payout Option,Low to Moderate
138226, Reliance Fixed Horizon Fund XXX- Series 14 -Direct Plan- Dividend Payout Option,Low to Moderate
138227, Reliance Fixed Horizon Fund XXX- Series 14 - Growth Option,Low to Moderate
138254, PGIM India Short Maturity Fund - Monthly Dividend,Low to Moderate
138255, PGIM India Short Maturity Fund - Weekly Dividend,Low to Moderate
138256, PGIM India Short Maturity Fund - Growth,Low to Moderate
138257, PGIM India Short Maturity Fund - Institutional Plan - Growth,Low to Moderate
138260, PGIM India Short Maturity Fund - Premium Plus Plan - Monthly Dividend,Low to Moderate
138261, PGIM India Short Maturity Fund - Premium Plus - Quarterly Dividend,Low to Moderate
138262, PGIM India Short Maturity Fund - Premium Plus - Growth,Low to Moderate
138264, PGIM India Short Maturity Fund - Bonus,Low to Moderate
138265, PGIM India Short Maturity Fund - Quarterly Dividend,Low to Moderate
138266, PGIM India Short Maturity Fund - Annual Dividend,Low to Moderate
138268, PGIM India Short Maturity Fund - Direct Plan - Monthly Dividend,Low to Moderate
138270, PGIM India Short Maturity Fund - Direct Plan - Growth,Low to Moderate
138271, PGIM India Short Maturity Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138272, PGIM India Short Maturity Fund - Direct Plan - Weekly Dividend,Low to Moderate
138273, PGIM India Short Maturity Fund - Direct Plan - Annual Dividend,Low to Moderate
138274, PGIM India Short Maturity Fund - Half Yearly Bonus,Low to Moderate
138275, PGIM India Short Maturity Fund - Direct Plan - Half Yearly Bonus,Low to Moderate
138276, PGIM India Short Maturity Fund - Direct Plan - Annual Bonus,Low to Moderate
138277, PGIM India Short Maturity Fund - Annual Bonus,Low to Moderate
138278, PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,Low to Moderate
138279, PGIM India Insta Cash Fund-DIVIDEND-MONTHLY DIVIDEND,Low to Moderate
138280, PGIM India Insta Cash Fund-DIVIDEND-Daily Dividend,Low to Moderate
138281, PGIM India Insta Cash Fund-Growth-GROWTH,Low to Moderate
138282, PGIM India Insta Cash Fund-Institutional Plan-Growth,Low to Moderate
138283, PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,Low to Moderate
138284, PGIM India INSTA CASH FUND - Regular Plan BONUS OPTION,Low to Moderate
138285, PGIM India Insta Cash Fund-Daily Dividend,Low to Moderate
138286, PGIM India INSTA CASH FUND - BONUS OPTION,Low to Moderate
138287, PGIM India Insta Cash Fund - Monthly Dividend,Low to Moderate
138288, PGIM India Insta Cash Fund -Growth,Low to Moderate
138289, PGIM India Insta Cash Fund - Weekly Dividend,Low to Moderate
138292, PGIM India Insta Cash Fund- Annual Dividend Option,Low to Moderate
138294, PGIM India Insta Cash Fund - Quarterly Dividend Option,Low to Moderate
138296, PGIM India Insta Cash Fund - Direct Plan - Annual Dividend,Low to Moderate
138297, PGIM India Insta Cash Fund - Direct Plan - Daily Dividend,Low to Moderate
138298, PGIM India Insta Cash Fund - Direct Plan - Monthly Dividend,Low to Moderate
138299, PGIM India Insta Cash Fund - Direct Plan - Growth,Low to Moderate
138300, PGIM India Insta Cash Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138301, PGIM India Insta Cash Fund - Direct Plan - Weekly Dividend,Low to Moderate
138302, PGIM India Insta Cash Fund - Direct Plan -  Regular Bonus,Low to Moderate
138303, PGIM India Insta Cash Fund - Direct Plan -Monthly Bonus,Low to Moderate
138304, PGIM India INSTA CASH FUND-Monthly Bonus Option,Low to Moderate
138305, PGIM India Insta Cash Fund - Direct Plan -  Annual Bonus Option,Low to Moderate
138306, PGIM India INSTA CASH FUND - Annual Bonus Option,Low to Moderate
138307, PGIM India Large Cap Fund - Dividend,Low to Moderate
138308, PGIM India Large Cap Fund - Growth,Low to Moderate
138309, PGIM India Large Cap Fund Wealth Plan -Dividend Option,Low to Moderate
138310, PGIM India Large Cap Fund Wealth Plan - Growth Option,Low to Moderate
138311, PGIM India Large Cap Fund - BONUS OPTION,Low to Moderate
138312, PGIM India Large Cap Fund - Direct Plan - Growth,Low to Moderate
138313, PGIM India Large Cap Fund - Direct Plan - Dividend,Low to Moderate
138314, PGIM India Large Cap Fund - Direct Plan - Bonus,Low to Moderate
138315, PGIM India Premier Bond Fund - Quarterly Dividend,Low to Moderate
138316, PGIM India Premier Bond Fund - Monthly Dividend,Low to Moderate
138317, PGIM India Premier Bond Fund - Annual Dividend,Low to Moderate
138318, PGIM India Premier Bond Fund - Growth,Low to Moderate
138323, PGIM India Premier Bond Fund - Premium Plus Plan - Growth,Low to Moderate
138324, PGIM India Premier Bond Fund - Bonus,Low to Moderate
138329, PGIM India Premier Bond Fund - Direct Plan - Annual Dividend,Low to Moderate
138330, PGIM India Premier Bond Fund - Direct Plan - Growth,Low to Moderate
138331, PGIM India Premier Bond Fund - Direct Plan - Monthly Dividend,Low to Moderate
138332, PGIM India Premier Bond Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138333, PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,Low to Moderate
138334, PGIM India Premier Bond Fund - Half-Yearly Bonus,Low to Moderate
138336, PGIM India Premier Bond Fund - Annual Bonus,Low to Moderate
138337, PGIM India Ultra Short Term Fund - Regular Plan - Growth,Low to Moderate
138338, PGIM India Ultra Short Term Fund - Regular Plan - Daily Dividend,Low to Moderate
138339, PGIM India Ultra Short Term Fund - Regular Plan - Weekly Dividend,Low to Moderate
138340, PGIM India Ultra Short Term Fund - Regular Plan - Monthly Dividend,Low to Moderate
138341, PGIM India Ultra Short Term Fund - Weekly Dividend,Low to Moderate
138342, PGIM India Ultra Short Term Fund - Daily Dividend,Low to Moderate
138343, PGIM India Ultra Short Term Fund - Growth,Low to Moderate
138344, PGIM India Ultra Short Term Fund - Monthly Dividend,Low to Moderate
138345, PGIM India Ultra Short Term Fund - Bonus,Low to Moderate
138346, PGIM India Ultra Short Term Fund - Regular Plan - Bonus,Low to Moderate
138349, PGIM India Ultra Short Term Fund - Dividend,Low to Moderate
138353, PGIM India Ultra Short Term Fund - Quarterly Dividend,Low to Moderate
138354, PGIM India Ultra Short Term Fund - Annual Dividend,Low to Moderate
138357, PGIM India Ultra Short Term Fund - Direct Plan - Dividend,Low to Moderate
138358, PGIM India Ultra Short Term Fund - Direct Plan - Growth,Low to Moderate
138359, PGIM India Ultra Short Term Fund - Direct Plan - Monthly Dividend,Low to Moderate
138360, PGIM India Ultra Short Term Fund - Direct Plan - Annual Dividend,Low to Moderate
138361, PGIM India Ultra Short Term Fund - Direct Plan - Daily Dividend,Low to Moderate
138362, PGIM India Ultra Short Term Fund - Direct Plan - Weekly Dividend,Low to Moderate
138363, PGIM India Ultra Short Term Fund - Direct Plan - Bonus,Low to Moderate
138364, PGIM India Ultra Short Term Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138365, PGIM India Ultra Short Term Fund - Monthly Bonus,Low to Moderate
138366, PGIM India Ultra Short Term Fund - Direct Plan - Monthly Bonus,Low to Moderate
138367, PGIM India Ultra Short Term Fund - Direct Plan - Annual Bonus,Low to Moderate
138368, PGIM India Ultra Short Term Fund - Annual Bonus,Low to Moderate
138369, PGIM India Equity Savings Fund - Monthly Dividend option,Low to Moderate
138370, PGIM India Equity Savings Fund - Quarterly  Dividend,Low to Moderate
138371, PGIM India Equity Savings Fund - Annual Dividend option,Low to Moderate
138372, PGIM India Equity Savings Fund - Growth Option,Low to Moderate
138375, PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,Low to Moderate
138376, PGIM India Equity Savings Fund - Direct Plan - Growth,Low to Moderate
138377, PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,Low to Moderate
138378, PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138381, PGIM India Hybrid Equity Fund - Dividend Option,Low to Moderate
138382, PGIM India Hybrid Equity Fund - Growth Option,Low to Moderate
138383, PGIM India Hybrid Equity Fund Wealth Plan- Growth Option,Low to Moderate
138384, PGIM India Hybrid Equity Fund Wealth Plan- Dividend Option,Low to Moderate
138385, PGIM India Hybrid Equity Fund - BONUS OPTION,Low to Moderate
138386, PGIM India Hybrid Equity Fund - Direct Plan - Growth,Low to Moderate
138387, PGIM India Hybrid Equity Fund - Direct Plan - Dividend,Low to Moderate
138423, PGIM India Low Duration Fund - GR,Low to Moderate
138424, PGIM India Low Duration Fund- MONTHLY DIV,Low to Moderate
138425, PGIM India Low Duration Fund- WEEKLY DIV,Low to Moderate
138426, PGIM India Low Duration Fund - FORTNIGHTLY DIV,Low to Moderate
138427, PGIM India Low Duration Fund INSTITUTIONAL -GR,Low to Moderate
138429, PGIM India Low Duration Fund INSTITUTIONAL - MONTHLY DIV,Low to Moderate
138430, PGIM India Low Duration Fund - DAILY DIV,Low to Moderate
138431, PGIM India Low Duration Fund INSTITUTIONAL -Weekly,Low to Moderate
138432, PGIM India Low Duration Fund INSTITUTIONAL-Daily,Low to Moderate
138435, PGIM India Low Duration Fund- Bonus Option,Low to Moderate
138436, PGIM India Low Duration Fund - QUARTERLY DIV,Low to Moderate
138437, PGIM India Low Duration Fund - ANNUAL DIV,Low to Moderate
138438, PGIM India Low Duration Fund DIV OPTION,Low to Moderate
138439, PGIM India Low Duration Fund - Direct Plan - Monthly Dividend,Low to Moderate
138441, PGIM India Low Duration Fund - Direct Plan - Daily Dividend,Low to Moderate
138442, PGIM India Low Duration Fund - Direct Plan - Fortnightly Dividend,Low to Moderate
138443, PGIM India Low Duration Fund - Direct Plan - Growth,Low to Moderate
138444, PGIM India Low Duration Fund - Direct Plan - Annual Dividend,Low to Moderate
138445, PGIM India Low Duration Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138446, PGIM India Low Duration Fund - Direct Plan - Weekly Dividend,Low to Moderate
138447, PGIM India Low Duration Fund - Direct Plan - Monthly Bonus,Low to Moderate
138448, PGIM India Low Duration Fund - Monthly Bonus Option,Low to Moderate
138449, PGIM India Low Duration Fund - Direct Plan -  Annual  Bonus,Low to Moderate
138450, PGIM India Low Duration Fund  -  Annual  Bonus,Low to Moderate
138452, PGIM India Low Duration Fund - Direct Dividend,Low to Moderate
138453, PGIM India Emerging Markets Equity Fund - Growth,Low to Moderate
138454, PGIM India Emerging Markets Equity Fund - Dividend,Low to Moderate
138456, PGIM India Emerging Markets Equity Fund - Direct Plan - Growth,Low to Moderate
138457, PGIM India Emerging Markets Equity Fund - Direct Plan - Dividend,Low to Moderate
138467, PGIM India Gilt Fund - Quarterly Dividend,Low to Moderate
138470, PGIM India Gilt Fund - Growth,Low to Moderate
138471, PGIM India Gilt Fund - Bonus,Low to Moderate
138472, PGIM India Gilt Fund - Direct Plan - Growth,Low to Moderate
138474, PGIM India Gilt Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138475, PGIM India Gilt Fund - Half Yearly Bonus,Low to Moderate
138476, PGIM India Gilt Fund - Direct Plan - Half Yearly Bonus,Low to Moderate
138523, PGIM India Global Equity Opportunities Fund - Growth,Low to Moderate
138524, PGIM India Global Equity Opportunities Fund - Dividend,Low to Moderate
138525, PGIM India Global Equity Opportunities Fund - Bonus,Low to Moderate
138527, PGIM India Global Equity Opportunities Fund - Direct Plan - Dividend,Low to Moderate
138528, PGIM India Global Equity Opportunities Fund - Direct Plan - Growth,Low to Moderate
138875, PGIM India Arbitrage Fund - Direct Plan - Growth,Low to Moderate
138876, PGIM India Arbitrage Fund - Regular Plan - Growth,Low to Moderate
138877, PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,Low to Moderate
138878, PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,Low to Moderate
138879, PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138880, PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,Low to Moderate
138883, PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,Low to Moderate
138884, PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend,Low to Moderate
138885, PGIM India Arbitrage Fund - Regular Plan - Annual Dividend,Low to Moderate
138887, PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,Low to Moderate
138897, PGIM India Credit Risk Fund - Direct Plan - Annual Dividend,Low to Moderate
138898, PGIM India Credit Risk Fund - Direct Plan - Growth,Low to Moderate
138899, PGIM India Credit Risk Fund - Direct Plan - Monthly Dividend,Low to Moderate
138900, PGIM India Credit Risk Fund - Direct Plan - Quarterly Dividend,Low to Moderate
138902, PGIM India Credit Risk Fund - Direct Plan - Dividend,Low to Moderate
138903, PGIM India Credit Risk Fund - Regular Plan - Quarterly Dividend,Low to Moderate
138905, PGIM India Credit Risk Fund - Regular Plan - Growth,Low to Moderate
138906, PGIM India Credit Risk Fund - Regular Plan - Monthly Dividend,Low to Moderate
138907, PGIM India Credit Risk Fund - Regular Plan - Annual Dividend,Low to Moderate
138908, PGIM India Credit Risk Fund - Regular Plan - Dividend,Low to Moderate
139078, Kotak FMP Series 191 - Direct - Growth,Low to Moderate
139079, Kotak FMP Series 191 - Regular - Dividend Payout,Low to Moderate
139080, Kotak FMP Series 191 - Regular - Growth,Low to Moderate
139081, Kotak FMP Series 192 - Regular - Dividend Payout,Low to Moderate
139083, Kotak FMP Series 192 - Direct - Growth,Low to Moderate
139084, Kotak FMP Series 192 - Regular - Growth,Low to Moderate
139085, HDFC FMP 1140D March 2016 (1) - Direct Option - Dividend Option,Low to Moderate
139086, HDFC FMP 1140D March 2016 (1) - Direct Option - Growth Option,Low to Moderate
139087, HDFC FMP 1140D March 2016 (1) - Direct Option -  Quarterly Dividend Option,Low to Moderate
139088, HDFC FMP 1140D March 2016 (1) - Regular Option- Dividend Option,Low to Moderate
139089, HDFC FMP 1140D March 2016 (1) - Regular Option - Growth Option,Low to Moderate
139090, HDFC FMP 1140D March 2016 (1) - Regular Option - Quarterly Dividend Option,Low to Moderate
